"고유번호","녹지대ID","녹지대명","주소한글","녹지대분류","녹지대조성년도","녹지대면적","조경량","구명","구코드","생성일","사진파일명","경도","위도"
"103","0","영등포ic"," ","도로변녹지","0","16145.00000000","0E-8","영등포구","560",""," ","126.9136206","37.520411"
"105","0","남부순환로수벽"," ","수벽","0","1000.00000000","0E-8","서초구","650",""," ","126.9931597","37.4747777"
"106","0","가락사거리녹지대"," ","도로변녹지","0","37080.00000000","0E-8","송파구","710",""," ","127.1154226","37.4975797"
"107","0","올림픽로 분리대"," ","중앙분리대","0","28907.00000000","0E-8","송파구","710",""," ","127.1003898","37.5139019"
"108","0","성내천둔치공원(오금동)"," ","하천변조경","0","26390.00000000","0E-8","송파구","710",""," ","127.137227","37.502803"
"109","0","풍납마을마당"," ","휴게소","0","1192.00000000","0E-8","송파구","710",""," ","127.1136341","37.5275546"
"110","0","신암중학교","암사동444","건물조경","0","1200.00000000","0E-8","강동구","740",""," ","127.1328793","37.5560708"
"111","0","일원가로공원","일원동","가로녹지대","0","10771.00000000","0E-8","강남구","680",""," ","127.0724945","37.4956874"
"112","0","수서ic녹지대","수서동","가로녹지대","0","33128.00000000","0E-8","강남구","680",""," ","127.0980826","37.4932576"
"113","0","봉천복개로"," ","노변분리","0","9489.00000000","0E-8","관악구","620",""," ","126.9403907","37.483809"
"114","0","헌릉로변녹지대","양재동 염곡사거리~내곡동","도로변녹지","0","1420.00000000","0E-8","서초구","650",""," ","127.0783768","37.4598343"
"115","0","테헤란로분리대"," ","분리녹지대","0","8253.00000000","0E-8","강남구","680",""," ","127.0559899","37.506665"
"93","0","상도5구역녹지","상도동 408-2외 2필지","경관녹지","0","851.00000000","0E-8","동작구","590",""," ","126.9610401","37.4943851"
"98","0"," "," "," ","0","0E-8","0E-8","송파구","710",""," ","127.1143443","37.5172868"
"101","0","탄천제방수림대"," ","수림대","0","72000.00000000","0E-8","송파구","710",""," ","127.0782803","37.5026989"
"116","0","양화I.C녹지","목동 570","일반녹지","0","1450.00000000","0E-8","양천구","470",""," ","126.8803396","37.5466805"
"117","0","강동대로 분리대"," ","노변분리대","0","1991.00000000","0E-8","송파구","710",""," ","127.134084","37.5209974"
"119","0","시민의숲"," ","수벽","0","26000.00000000","0E-8","관악구","620",""," ","126.9150452","37.4887126"
"121","0","난지도길 중앙분리대"," ","중앙분리대","0","897.00000000","0E-8","마포구","440",""," ","126.8906869","37.5703944"
"122","0","상암택지광장4","상암24일대","광장녹지","0","708.00000000","0E-8","마포구","440",""," ","126.8980678","37.5735012"
"123","0","독막길걷고싶은거리","2003.하반기 완공예정"," ","0","0E-8","0E-8","마포구","440",""," ","126.947681","37.5430759"
"124","0","합정로변 푸른거리","2003.하반기 완공예정"," ","0","0E-8","0E-8","마포구","440",""," ","126.9041933","37.5623529"
"1","0","한천로변","번동260-363","수벽","0","1200.00000000","35000.00000000","강북구","300",""," ","127.0403458","37.6312214"
"30","0","청계로 분리대"," ","분리대","0","100.00000000","640.00000000","종로구","110",""," ","126.9783861","37.5691825"
"31","0","자하문 주변"," ","문화재 주변","0","1375.00000000","1878.00000000","종로구","110",""," ","126.9687357","37.5885665"
"32","0","구청사 녹지"," ","공공건물","0","764.00000000","2646.00000000","종로구","110",""," ","126.979588","37.5725765"
"33","0","종로선3개소"," ","지하철환기구주변","0","292.00000000","2743.00000000","종로구","110",""," ","126.9926204","37.5706481"
"34","0","사직로 옆 녹지"," "," ","0","0E-8","0E-8","종로구","110",""," ","126.9721346","37.5756866"
"35","0","공릉동 229-35"," ","자투리땅 녹지","0","150.00000000","286.00000000","노원구","350",""," ","127.082185","37.6241753"
"36","0","경관 수림대"," ","수림대","0","1028.00000000","28060.00000000","노원구","350",""," ","127.0608606","37.6412207"
"37","0","중량천변경관 수림"," ","수림대","0","77200.00000000","303764.00000000","노원구","350",""," ","127.0718905","37.6188152"
"38","0","면목유수지사거리","면목5동","도로변녹지","0","1050.00000000","7368.00000000","중랑구","260",""," ","127.0798697","37.5811488"
"39","0","은평터널녹지대"," ","도로변녹지","0","980.00000000","2700.00000000","은평구","380",""," ","126.901853","37.5926706"
"40","0","서서울(아)앞"," ","도로변녹지","0","177.00000000","0E-8","마포구","440",""," ","126.9581223","37.5558032"
"41","0","면목천길 녹지대","상봉2동~면목5동","도로변녹지","0","10273.00000000","15500.00000000","중랑구","260",""," ","127.0833844","37.5841317"
"42","0","푸른거리(아현초등-마포교)"," ","도로변녹지","0","1418.00000000","0E-8","마포구","440",""," ","126.9535066","37.5470517"
"43","0","신촌로타리녹지대"," ","광장녹지","0","343.00000000","0E-8","마포구","440",""," ","126.9371683","37.5548904"
"44","0","양화로푸른거리"," ","도로변녹지","0","892.00000000","0E-8","마포구","440",""," ","126.9162896","37.5511021"
"45","0","양화로푸른거리"," ","도로변녹지","0","892.00000000","0E-8","마포구","440",""," ","126.9255305","37.5579644"
"46","0","연남동가로공원녹지","연남동250","중앙분리대","0","1000.00000000","0E-8","마포구","440",""," ","126.9221198","37.5652071"
"27","0","세종로 공원인수"," ","광장녹지","0","8868.00000000","1073.00000000","종로구","110",""," ","126.9754823","37.5735474"
"47","0","푸른거리(홍대입구-성모병"," ","도로변녹지","0","667.00000000","0E-8","마포구","440",""," ","126.9133888","37.5636692"
"29","0","진흥로 녹지"," ","도로공원","0","160.00000000","293.00000000","종로구","110",""," ","126.954951","37.6087645"
"48","0","푸른거리(홍대입구-성모병"," ","도로변녹지","0","667.00000000","0E-8","마포구","440",""," ","126.9138736","37.5631392"
"51","0","홍제천변"," ","수림대","0","19300.00000000","0E-8","마포구","440",""," ","126.9015341","37.5630797"
"52","0","사천고가밑"," ","도로변녹지","0","1890.00000000","0E-8","마포구","440",""," ","126.922794","37.5618751"
"53","0"," "," "," ","0","0E-8","0E-8","영등포구","560",""," ","126.9329104","37.5198815"
"54","0","구일역사앞"," ","도로변녹지","0","4000.00000000","0E-8","구로구","530",""," ","126.8730004","37.4975033"
"179","0","푸른거리(성모병원-마포구"," ","도로변녹지","0","213.00000000","0E-8","마포구","440",""," ","126.9100316","37.5646829"
"180","0","푸른거리(성모병원-마포구"," ","도로변녹지","0","213.00000000","0E-8","마포구","440",""," ","126.9093588","37.5644923"
"181","0","합정로변 푸른거리","2003.하반기 완공예정"," ","0","0E-8","0E-8","마포구","440",""," ","126.9051374","37.5616429"
"2","0","지하철2호선"," ","지하철환기구주변","0","64.00000000","0E-8","송파구","710",""," ","127.0991156","37.5141231"
"3","0","세곡동녹지대","세곡동","가로녹지대","0","23392.00000000","0E-8","강남구","680",""," ","127.1105581","37.4637802"
"4","0","우이천변제1녹지","창동 우이천변 제방","하천변 녹지","1996","950.00000000","3210.00000000","도봉구","320",""," ","127.0387685","37.6343799"
"5","0","목동교통광장","목동 812-6","일반녹지","0","1100.00000000","0E-8","양천구","470",""," ","126.8634862","37.529733"
"6","0","계남초교앞","신정동 325-11","일반녹지","0","540.00000000","0E-8","양천구","470",""," ","126.86068","37.5104202"
"7","0","세종로녹지대","종로구 세종로"," ","0","5101.00000000","26876.00000000","종로구","110",""," ","126.977486","37.5705842"
"8","0"," "," "," ","0","0E-8","0E-8","송파구","710",""," ","127.1049427","37.5252549"
"9","0","소공원"," "," ","0","0E-8","0E-8","송파구","710",""," ","127.1166322","37.524833"
"10","0","영동대로분리대"," ","분리녹지대","0","8971.00000000","0E-8","강남구","680",""," ","127.0622793","37.5104594"
"11","0","테헤란로분리대"," ","분리녹지대","0","8253.00000000","0E-8","강남구","680",""," ","127.0403991","37.5018841"
"12","0","묵동삼거리 녹지대","동일로","도로변녹지","0","248.00000000","12.00000000","중랑구","260",""," ","127.0777013","37.6119106"
"13","0","국민대앞"," ","간이휴게소","0","50.00000000","420.00000000","성북구","290",""," ","126.9950782","37.6102188"
"14","0","성북천","안감내길","하천변 조경","0","8723.00000000","51802.00000000","성북구","290",""," ","127.0195602","37.5878116"
"15","0","염천교녹지대","의주로 염천교","광장녹지","0","224.00000000","2425.00000000","중구","140",""," ","126.9712402","37.5598253"
"16","0","한국은행앞녹지대","충무로1가 한국은행앞R","광장녹지","0","765.00000000","5427.00000000","중구","140",""," ","126.9809797","37.5614706"
"17","0","을지로4가녹지대","을지로4가R","광장녹지","0","1300.00000000","3052.00000000","중구","140",""," ","126.9984106","37.5668874"
"18","0","퇴계로5가녹지대","퇴계로5가R","광장녹지","0","200.00000000","5688.00000000","중구","140",""," ","127.0022478","37.5632827"
"19","0","퇴계로5가녹지대","퇴계로5가R","광장녹지","0","200.00000000","5688.00000000","중구","140",""," ","127.0028897","37.5634165"
"20","0","장한평녹지대","장한평로터리","광장녹지","0","1120.00000000","1440.00000000","동대문구","230",""," ","127.065024","37.5617566"
"21","0","구청사","녹번동84번지","공공건물","0","1817.00000000","5878.00000000","은평구","380",""," ","126.9290117","37.6026346"
"22","0","동국대입구 녹지대"," ","광장녹지","0","60.00000000","846.00000000","중구","140",""," ","127.0027324","37.5591149"
"23","0","자유로분리대","성산대교-고양시계(난지도)"," ","0","21850.00000000","0E-8","마포구","440",""," ","126.867385","37.5739114"
"24","0","공덕동 마을마당","공덕동 111-23","간이휴게소","0","132.00000000","0E-8","마포구","440",""," ","126.9604377","37.5479589"
"25","0","푸른거리(아현중학교앞)"," ","도로변녹지","0","228.00000000","0E-8","마포구","440",""," ","126.9576733","37.5557702"
"26","0","마포대교I.C"," ","광장녹지","0","28350.00000000","0E-8","마포구","440",""," ","126.9431554","37.5380376"
"28","0","세종로 녹지"," ","광장녹지","0","3471.00000000","1829.00000000","종로구","110",""," ","126.9775996","37.5705452"
"57","0","삼각지 녹지대","한강로100-1일대","광장녹지","0","1200.00000000","0E-8","용산구","170",""," ","126.9741723","37.535245"
"58","0","푸른거리(아현초등-마포교)"," ","도로변녹지","0","1418.00000000","0E-8","마포구","440",""," ","126.9564277","37.5525158"
"59","0","양화로푸른거리"," ","도로변녹지","0","892.00000000","0E-8","마포구","440",""," ","126.9196495","37.5539861"
"60","0","합정로변 푸른거리","2003.하반기 완공예정"," ","0","0E-8","0E-8","마포구","440",""," ","126.9086496","37.5574469"
"61","0","마포구청내"," ","공공건물","0","1925.00000000","0E-8","마포구","440",""," ","126.9086938","37.5634433"
"62","0","삼표골재 앞","성수1가 제1동 685","중앙분리대","0","115.00000000","0E-8","성동구","200",""," ","127.0362931","37.543928"
"63","0","뚝섬길 입구","성수1가 제2동 674-8","수벽","0","210.00000000","0E-8","성동구","200",""," ","127.0440077","37.5505979"
"64","0","도선동13","도선동13","기타","0","41.00000000","0E-8","성동구","200",""," ","127.0359323","37.5647618"
"65","0","성수동2가757-1","성수동2가757-1","기타","0","50.00000000","0E-8","성동구","200",""," ","127.0538749","37.5361577"
"66","0","천호대로가로수아래"," ","도로변녹지","0","1123.00000000","0E-8","성동구","200",""," ","127.0526024","37.5666766"
"67","0","행당1동130-42","행당1동130-42","기타","0","17.00000000","0E-8","성동구","200",""," ","127.0388919","37.5578227"
"68","0","푸른거리(홍대입구-성모병"," ","도로변녹지","0","667.00000000","0E-8","마포구","440",""," ","126.9193799","37.5568927"
"69","0","불광천변"," ","수림대","0","10000.00000000","0E-8","마포구","440",""," ","126.9003124","37.5690523"
"50","0","한남동","한남동135-453번지","수벽","0","1167.00000000","0E-8","용산구","170",""," ","127.0036723","37.5397003"
"55","0","오류I.C녹지대"," ","도로변녹지","0","34500.00000000","0E-8","구로구","530",""," ","126.8473701","37.4983685"
"71","0","을지로입구녹지대","을지로1가R","광장녹지","0","1487.00000000","3316.00000000","중구","140",""," ","126.9830727","37.5662991"
"72","0","통일로"," ","노변분리대","0","1524.00000000","15109.00000000","은평구","380",""," ","126.9108148","37.6451651"
"74","0","대방천수림대","신길3동외","기타","0","6720.00000000","0E-8","영등포구","560",""," ","126.9018061","37.5020401"
"75","0","대학로변 녹지"," ","광장녹지","0","2872.00000000","1507.00000000","종로구","110",""," ","127.0021869","37.5814377"
"76","0","월계동 377-97"," ","자투리땅 녹지","0","96.00000000","57.00000000","노원구","350",""," ","127.0590717","37.6238471"
"78","0","이촌동철로변","이촌1동 철로변","도로변녹지","0","500.00000000","0E-8","용산구","170",""," ","126.9669694","37.5224472"
"80","0","성북천","안감내길","하천변 조경","0","8723.00000000","51802.00000000","성북구","290",""," ","127.0198339","37.5879041"
"82","0","삼청동 녹지"," ","광장녹지","0","3630.00000000","6708.00000000","종로구","110",""," ","126.9793072","37.5844093"
"83","0","강변로쉼터"," ","간이휴게소","0","340.00000000","0E-8","마포구","440",""," ","126.9348048","37.5416902"
"84","0","합정로변 푸른거리","2003.하반기 완공예정"," ","0","0E-8","0E-8","마포구","440",""," ","126.9044184","37.56245"
"86","0"," "," "," ","0","0E-8","0E-8","영등포구","560",""," ","126.9329127","37.5198714"
"88","0","원효녹지대","이촌동173-1일대","광장녹지","0","19192.00000000","0E-8","용산구","170",""," ","126.9524781","37.5308734"
"89","0","송정제방","송정제방","수림대","0","17987.00000000","0E-8","성동구","200",""," ","127.0484762","37.5515205"
"90","0","성산대교I.C"," ","광장녹지","0","35544.00000000","0E-8","마포구","440",""," ","126.8971718","37.5550246"
"91","0","구청앞사거리"," ","도로변녹지","0","304.00000000","0E-8","구로구","530",""," ","126.8884926","37.4952397"
"92","0","흑석2구역녹지","흑석동 269외 7필지","경관녹지","0","292.00000000","0E-8","동작구","590",""," ","126.9666716","37.5052659"
"70","0","영동대로분리대"," ","분리녹지대","0","8971.00000000","0E-8","강남구","680",""," ","127.0663715","37.5030165"
"73","0","청와대입구 녹지"," ","광장녹지","0","0E-8","5971.00000000","종로구","110",""," ","126.9765467","37.5835513"
"77","0","중량천변경관 수림"," ","수림대","0","77200.00000000","303764.00000000","노원구","350",""," ","127.0557593","37.6495005"
"79","0","장위동향나무쉼터","장위동 223-7외 3필지","간이휴게소","0","431.00000000","959.00000000","성북구","290",""," ","127.0460125","37.6159226"
"81","0","남대문","남대분로4가 29","문화재 주변","0","22324.00000000","0E-8","중구","140",""," ","126.9752355","37.5599492"
"85","0","마포구청내"," ","공공건물","0","1925.00000000","0E-8","마포구","440",""," ","126.9084869","37.5640364"
"94","0","쌈지마당","상도동 159","기타","0","6582.00000000","0E-8","동작구","590",""," ","126.9445146","37.4998794"
"95","0","둔촌동 로타리 녹지","둔촌돈522외 7필지","광장녹지","0","2830.00000000","0E-8","강동구","740",""," ","127.1343706","37.5218082"
"96","0","올림픽로 분리대"," ","중앙분리대","0","0E-8","0E-8","송파구","710",""," ","127.1096289","37.5164636"
"97","0","올림픽로 분리대"," ","중앙분리대","0","0E-8","0E-8","송파구","710",""," ","127.111896","37.5172246"
"99","0","위례성길 분리대"," "," ","0","0E-8","0E-8","송파구","710",""," ","127.1188541","37.5153261"
"100","0"," "," "," ","0","0E-8","0E-8","송파구","710",""," ","127.1202133","37.5152034"
"102","0","탄천제방수림대"," ","수림대","0","72000.00000000","0E-8","송파구","710",""," ","127.1028959","37.4943929"
"87","0","신도림역북측"," ","도로변녹지","0","1200.00000000","0E-8","구로구","530",""," ","126.8904314","37.5097981"
"104","0","국회앞노변분리대"," ","노변분리대","0","11064.00000000","0E-8","영등포구","560",""," ","126.9172797","37.5282231"
"288","0","올림픽로 분리대"," ","중앙분리대","0","28907.00000000","0E-8","송파구","710",""," ","127.0725802","37.5109276"
"293","0","연남동가로공원녹지","연남동250","중앙분리대","0","1000.00000000","0E-8","마포구","440",""," ","126.9239959","37.5628904"
"296","0","시흥대로(가로수아래)","시흥동","도로변녹지","1999","0E-8","0E-8","금천구","540",""," ","126.9008741","37.4614485"
"302","0","낙성대"," ","도록변녹지","0","0E-8","0E-8","관악구","620",""," ","126.9582014","37.4692708"
"297","0","한강대교입구","이촌동212-1일대","광장녹지","0","3457.00000000","0E-8","용산구","170",""," ","126.9606511","37.5228216"
"309","0","신월고가도로밑녹지대"," ","도로변녹지","0","1000.00000000","0E-8","강서구","500",""," ","126.8494","37.5283816"
"311","0","능말길녹지"," ","도로변녹지","0","650.00000000","0E-8","강서구","500",""," ","126.8126368","37.5774524"
"312","0","공항로중앙분대대"," ","중앙분리대","0","5466.00000000","0E-8","강서구","500",""," ","126.8488822","37.5570631"
"314","0","상도터널(본동쪽)","본동 산7-9","도로변녹지","0","704.00000000","0E-8","동작구","590",""," ","126.9532616","37.5109128"
"316","0","합정로변 푸른거리","2003.하반기 완공예정"," ","0","0E-8","0E-8","마포구","440",""," ","126.9131469","37.5497528"
"317","0","사천고가 밑 녹지"," ","도로변녹지","0","1890.00000000","0E-8","마포구","440",""," ","126.9133513","37.5660057"
"318","0","전농동 마을마당","전농3동 6-4","간이휴게소","0","132.00000000","159.00000000","동대문구","230",""," ","127.0667324","37.5784103"
"319","0","방화역광장녹지"," ","광장녹지","0","1110.00000000","0E-8","강서구","500",""," ","126.8118818","37.5767957"
"320","0","능말길녹지"," ","도로변녹지","0","650.00000000","0E-8","강서구","500",""," ","126.8128596","37.5774008"
"321","0","공항로변수벽"," ","수벽","0","2644.00000000","0E-8","강서구","500",""," ","126.8358214","37.5589867"
"300","0","봉천복개로"," ","노변분리","0","9489.00000000","0E-8","관악구","620",""," ","126.9395734","37.4844527"
"250","0","성산ic","양화동1-114","광장녹지","0","8340.00000000","0E-8","영등포구","560",""," ","126.8881359","37.5461695"
"255","0","남부순환로"," ","중앙분리","0","10363.00000000","0E-8","관악구","620",""," ","126.9572178","37.4795626"
"256","0","구청사주변녹지","노량진동 47-2","공공건물","0","1200.00000000","0E-8","동작구","590",""," ","126.9400719","37.5124003"
"257","0","쌈지마당","상도동 159","기타","0","6582.00000000","0E-8","동작구","590",""," ","126.9448193","37.5003996"
"259","0","구청사내","자양동 777","광장녹지","0","3000.00000000","0E-8","광진구","210",""," ","127.0826518","37.538757"
"260","0","양화대교I.C"," ","광장녹지","0","52297.00000000","0E-8","마포구","440",""," ","126.9076989","37.5474524"
"310","0","원당사거리"," ","도로변녹지","0","50.00000000","0E-8","강서구","500",""," ","126.8384701","37.5582261"
"313","0","행당동제방","사근동 18-3천","수벽","0","50.00000000","0E-8","성동구","200",""," ","127.0403721","37.5530736"
"315","0","동작대로분리녹지대","사당동147","중앙분리대","0","2344.00000000","0E-8","동작구","590",""," ","126.9828361","37.4955943"
"322","0","동부간선도로"," ","수림대","0","2750.00000000","0E-8","광진구","210",""," ","127.0756293","37.5639141"
"254","0","시흥IC"," ","도로변녹지","0","8230.00000000","0E-8","관악구","620",""," ","126.8997034","37.479476"
"258","0","둔촌동 삼각녹지","길동178-2","광장녹지","0","575.00000000","0E-8","강동구","740",""," ","127.1518664","37.5377168"
"261","0","천호대로 수림대","상일동9-4, 길동2-2","수림대","0","10000.00000000","0E-8","강동구","740",""," ","127.1571445","37.5400795"
"262","0","영등포ic"," ","도로변녹지","0","16145.00000000","0E-8","영등포구","560",""," ","126.9151257","37.5192043"
"264","0","여의도일원"," ","수벽","0","3508.00000000","0E-8","영등포구","560",""," ","126.9147901","37.5248331"
"265","0","서초로수벽","강남역~서초역","수벽","0","200.00000000","0E-8","서초구","650",""," ","127.0256845","37.4972303"
"268","0","잠실대교","광장동704","광장녹지","0","11077.00000000","0E-8","광진구","210",""," ","127.0885795","37.5293036"
"269","0","문성터널"," ","간이휴게소","0","1531.00000000","0E-8","관악구","620",""," ","126.924587","37.4789238"
"271","0","노들길수림대"," ","하천변조경","0","19940.00000000","0E-8","영등포구","560",""," ","126.908442","37.53011"
"272","0","반포천수림대","성모병원사거리~이수교차로","수림대","0","6142.00000000","0E-8","서초구","650",""," ","127.0003661","37.5014993"
"273","0","올림픽로 분리대"," ","중앙분리대","0","28907.00000000","0E-8","송파구","710",""," ","127.0979741","37.5126956"
"276","0","올림픽대로주변"," ","수림대","0","98600.00000000","0E-8","송파구","710",""," ","127.1071912","37.5277252"
"207","0","남부순환로"," ","중앙분리","0","10363.00000000","0E-8","관악구","620",""," ","126.9615554","37.4778684"
"189","0","합정로변 푸른거리","2003.하반기 완공예정"," ","0","0E-8","0E-8","마포구","440",""," ","126.9113547","37.5547399"
"199","0","성산로(마포구청맞은편)"," ","수벽","0","550.00000000","0E-8","마포구","440",""," ","126.9080176","37.5647926"
"208","0","강변로 약사회앞","이촌1동","도로변녹지","0","9022.00000000","0E-8","용산구","170",""," ","126.9664345","37.5199275"
"209","0","서부이촌동 철로주변","이촌1동 철로변번지일대","수벽","0","200.00000000","0E-8","용산구","170",""," ","126.9750478","37.5218222"
"263","0","국회앞노변분리대"," ","노변분리대","0","11064.00000000","0E-8","영등포구","560",""," ","126.9193813","37.5260621"
"266","0","봉림교"," ","도로변녹지","0","5045.00000000","0E-8","관악구","620",""," ","126.9257591","37.4844704"
"267","0","고덕동길외 1개노선 녹지","고덕동140, 145, 183-1","광장녹지","0","1700.00000000","0E-8","강동구","740",""," ","127.1657313","37.5481697"
"270","0","잠실대교","광장동704","광장녹지","0","11077.00000000","0E-8","광진구","210",""," ","127.0897063","37.5295032"
"274","0","약진로수벽"," ","수벽","0","310.00000000","0E-8","송파구","710",""," ","127.1288541","37.4706799"
"193","0","효창운동장주변","효창동255번지","수벽","0","530.00000000","0E-8","용산구","170",""," ","126.9619696","37.5429539"
"202","0","사천고가밑"," ","도로변녹지","0","1890.00000000","0E-8","마포구","440",""," ","126.9194921","37.5654438"
"206","0","남부순환로"," ","중앙분리","0","10363.00000000","0E-8","관악구","620",""," ","126.9753341","37.4763617"
"211","0","성산ic","양화동1-114","광장녹지","0","8340.00000000","0E-8","영등포구","560",""," ","126.8893056","37.5449984"
"212","0","왕십리 교통광장"," "," ","0","0E-8","0E-8","성동구","200",""," ","127.0371288","37.5609928"
"213","0","송정동 동민의 집","송정동73-922일대","기타","0","10.00000000","0E-8","성동구","200",""," ","127.0683851","37.5509813"
"215","0","자투리녹지(불광동)","불광동177-45","자투리녹지","0","16.00000000","100.00000000","은평구","380",""," ","126.9305538","37.6222877"
"217","0","병무청앞","신길7동","기타","0","300.00000000","0E-8","영등포구","560",""," ","126.918632","37.5057778"
"218","0","중소기업전시장앞","여의도","기타","0","2400.00000000","0E-8","영등포구","560",""," ","126.9252738","37.5258059"
"219","0","대방천수림대","신길3동외","기타","0","6720.00000000","0E-8","영등포구","560",""," ","126.8990722","37.5039791"
"220","0","여의도 걷고싶은거리","여의도생태공원~여의나루역"," ","0","0E-8","0E-8","영등포구","560",""," ","126.9216121","37.5202366"
"223","0","신도림역남측"," ","도로변녹지","0","250.00000000","0E-8","구로구","530",""," ","126.8932602","37.5069615"
"224","0","온수동길녹지"," ","도로변녹지","0","361.00000000","0E-8","구로구","530",""," ","126.8330416","37.4933125"
"226","0","남산3호터널","용산동455번지","수벽","0","600.00000000","0E-8","용산구","170",""," ","126.9881054","37.5443792"
"229","0","양화ic","양평2동184-4일대","광장녹지","0","35815.00000000","0E-8","영등포구","560",""," ","126.8983106","37.5394197"
"230","0","봉천복개로"," ","노변분리","0","9489.00000000","0E-8","관악구","620",""," ","126.9459631","37.4827317"
"125","0","청량리동 208-5","청량리동 208-5","기타","0","56.00000000","308.00000000","동대문구","230",""," ","127.0469674","37.5868915"
"126","0","답십리3동 마을마당","답십리3동 542-2","간이휴게소","0","1625.00000000","4310.00000000","동대문구","230",""," ","127.0488131","37.5714795"
"127","0","능동로상징보행가로"," ","광장녹지","0","1245.00000000","0E-8","광진구","210",""," ","127.0748194","37.5484713"
"128","0","봉천복개로"," ","노변분리","0","9489.00000000","0E-8","관악구","620",""," ","126.9427337","37.4833019"
"129","0","잠실대교","광장동704","광장녹지","0","11077.00000000","0E-8","광진구","210",""," ","127.0874758","37.5288555"
"130","0","봉천복개로"," ","노변분리","0","9489.00000000","0E-8","관악구","620",""," ","126.9513318","37.4824489"
"210","0","당산역사면","당산2동91-43","광장녹지","0","1000.00000000","0E-8","영등포구","560",""," ","126.9043717","37.5349533"
"214","0","영등포ic"," ","도로변녹지","0","16145.00000000","0E-8","영등포구","560",""," ","126.9150161","37.5188877"
"222","0","구청앞사거리"," ","도로변녹지","0","304.00000000","0E-8","구로구","530",""," ","126.8888242","37.4955364"
"227","0","한강대교입구","이촌동212-1일대","광장녹지","0","3457.00000000","0E-8","용산구","170",""," ","126.961191","37.5231128"
"131","0","구청앞녹지대","녹번동84","광장녹지","0","760.00000000","620.00000000","은평구","380",""," ","126.9289703","37.60225"
"132","0","합정로변 푸른거리","2003.하반기 완공예정"," ","0","0E-8","0E-8","마포구","440",""," ","126.9125128","37.5511778"
"133","0","합정로변 푸른거리","2003.하반기 완공예정"," ","0","0E-8","0E-8","마포구","440",""," ","126.9130962","37.550221"
"135","0","공항로변수벽"," ","수벽","0","2644.00000000","0E-8","강서구","500",""," ","126.8268682","37.5585147"
"137","0","남부순환로"," ","중앙분리","0","10363.00000000","0E-8","관악구","620",""," ","126.9409317","37.4827247"
"138","0","구의동마을마당","구의동 91","마을마당","0","500.00000000","0E-8","광진구","210",""," ","127.0932901","37.5486919"
"139","0","남부순환로"," ","중앙분리","0","10363.00000000","0E-8","관악구","620",""," ","126.9561658","37.4799792"
"140","0","양화ic","양평2동184-4일대","광장녹지","0","35815.00000000","0E-8","영등포구","560",""," ","126.9013721","37.5370117"
"141","0","목동교ic"," ","광장녹지","0","8500.00000000","0E-8","영등포구","560",""," ","126.8915778","37.5326355"
"143","0","양재천변녹지대","영동2교~영동5교","가로녹지대","0","7884.00000000","0E-8","강남구","680",""," ","127.0510041","37.4857652"
"145","0","잠원로중앙분리대","잠원동","중앙분리대","0","1600.00000000","0E-8","서초구","650",""," ","127.0059377","37.510259"
"146","0","테헤란로분리대"," ","분리녹지대","0","8253.00000000","0E-8","강남구","680",""," ","127.0591325","37.5076293"
"147","0","올림픽로 분리대"," ","중앙분리대","0","28907.00000000","0E-8","송파구","710",""," ","127.0751334","37.5113666"
"149","0","구청사"," ","공공건물","0","500.00000000","2914.00000000","성북구","290",""," ","127.0167519","37.589605"
"150","0","구청사"," ","공공건물","0","500.00000000","2914.00000000","성북구","290",""," ","127.0169954","37.5894113"
"151","0","장위3동 가로휴식공간","장위3동1-122","간이휴게소","0","0E-8","0E-8","성북구","290",""," ","127.0562361","37.617737"
"152","0","당현천변 가로녹지"," ","도로변녹지","0","660.00000000","1439.00000000","노원구","350",""," ","127.0646244","37.6482944"
"153","0","한내녹지대","장안3동 348옆","광장녹지","0","153.00000000","403.00000000","동대문구","230",""," ","127.0714732","37.5676254"
"134","0","행주ic녹지대"," ","광장녹지","0","249864.00000000","0E-8","강서구","500",""," ","126.8029697","37.5917742"
"136","0","개화동길수벽"," ","수벽","0","583.00000000","0E-8","강서구","500",""," ","126.803122","37.5730085"
"118","0","장안3거리녹지대","장안4동","광장녹지","0","520.00000000","1451.00000000","동대문구","230",""," ","127.072404","37.5786743"
"120","0","양화대교I.C"," ","광장녹지","0","52297.00000000","0E-8","마포구","440",""," ","126.9086836","37.5480666"
"148","0","백제고분로 분리대"," ","중앙분리대","0","14022.00000000","0E-8","송파구","710",""," ","127.0775537","37.51528"
"154","0","미아1동녹지","미아동835외10필지","도로변녹지","0","612.00000000","2894.00000000","강북구","300",""," ","127.017313","37.6221231"
"155","0","미아5동자투리녹지","미아동1261외3개소","도로변녹지","0","190.00000000","655.00000000","강북구","300",""," ","127.0246308","37.6132304"
"156","0","월계로변","월계로","수벽","0","310.00000000","900.00000000","강북구","300",""," ","127.0485556","37.623808"
"157","0","구청사","수유3동192-59","공공기관","0","420.00000000","2216.00000000","강북구","300",""," ","127.0255599","37.6395498"
"159","0","테헤란로분리대"," ","분리녹지대","0","8253.00000000","0E-8","강남구","680",""," ","127.0506729","37.5050354"
"160","0","남부순환로분리대"," ","중앙분리대","0","14920.00000000","0E-8","송파구","710",""," ","127.1115026","37.4966362"
